CLUSTER ROOT NODE,CLUSTER SIZE
DATAO_31_,2
DATAO_30_,2
DATAO_29_,2
DATAO_28_,2
DATAO_27_,2
DATAO_26_,2
DATAO_25_,2
DATAO_24_,2
DATAO_23_,2
DATAO_22_,2
DATAO_21_,2
DATAO_20_,2
DATAO_19_,2
DATAO_18_,2
DATAO_17_,2
DATAO_16_,2
DATAO_15_,2
DATAO_14_,2
DATAO_13_,2
DATAO_12_,2
DATAO_11_,2
DATAO_10_,2
DATAO_9_,2
DATAO_8_,2
DATAO_7_,2
DATAO_6_,2
DATAO_5_,2
DATAO_4_,2
DATAO_3_,2
DATAO_2_,2
DATAO_1_,2
DATAO_0_,2
ADDRESS1_29_,2
ADDRESS1_28_,2
ADDRESS1_27_,2
ADDRESS1_26_,2
ADDRESS1_25_,2
ADDRESS1_24_,2
ADDRESS1_23_,2
ADDRESS1_22_,2
ADDRESS1_21_,2
ADDRESS1_20_,2
ADDRESS1_19_,2
ADDRESS1_18_,2
ADDRESS1_17_,2
ADDRESS1_16_,2
ADDRESS1_15_,2
ADDRESS1_14_,2
ADDRESS1_13_,2
ADDRESS1_12_,2
ADDRESS1_11_,2
ADDRESS1_10_,2
ADDRESS1_9_,2
ADDRESS1_8_,2
ADDRESS1_7_,2
ADDRESS1_6_,2
ADDRESS1_5_,2
ADDRESS1_4_,2
ADDRESS1_3_,2
ADDRESS1_2_,2
ADDRESS1_1_,2
ADDRESS1_0_,2
ADDRESS2_29_,16
ADDRESS2_28_,16
ADDRESS2_27_,16
ADDRESS2_26_,16
ADDRESS2_25_,16
ADDRESS2_24_,16
ADDRESS2_23_,16
ADDRESS2_22_,16
ADDRESS2_21_,16
ADDRESS2_20_,16
ADDRESS2_19_,16
ADDRESS2_18_,16
ADDRESS2_17_,16
ADDRESS2_16_,16
ADDRESS2_15_,16
ADDRESS2_14_,16
ADDRESS2_13_,16
ADDRESS2_12_,16
ADDRESS2_11_,16
ADDRESS2_10_,16
ADDRESS2_9_,16
ADDRESS2_8_,16
ADDRESS2_7_,16
ADDRESS2_6_,16
ADDRESS2_5_,16
ADDRESS2_4_,16
ADDRESS2_3_,16
ADDRESS2_2_,16
ADDRESS2_1_,16
ADDRESS2_0_,16
WR,2
DC,2
MIO,2
