CLUSTER ROOT NODE,CLUSTER SIZE
SO_19_,16
SO_18_,16
SO_17_,16
SO_16_,16
SO_15_,16
SO_14_,16
SO_13_,16
SO_12_,16
SO_11_,16
SO_10_,16
SO_9_,16
SO_8_,16
SO_7_,16
SO_6_,16
SO_5_,16
SO_4_,16
SO_3_,16
SO_2_,16
SO_1_,16
SO_0_,7
RD,7
WR,7
U3362[OL],16
U3386[OL],16
U4033[OL],16
U9556[OL],16
U4060[OL],16
U3977[OL],16
U9557[OL],16
U4031[OL],16
U4024[OL],16
U4026[OL],16
U3361[OL],16
U4046[OL],16
U9558[OL],16
U9559[OL],16
U4088[OL],16
U4066[OL],16
U3379[OL],16
U3363[OL],16
U3540[OL],16
U3517[OL],16
U4043[OL],16
U1674[OL],16
U3497[OL],16
U4036[OL],16
U3371[OL],16
U3374[OL],16
U3735[OL],16
U4004[OL],16
U3426[OL],16
U3614[OL],16
U4881[OL],16
U3358[OL],16
U9917[OL],16
U9916[OL],16
U9526[OL],16
U9527[OL],16
U9528[OL],16
U9529[OL],16
U9530[OL],16
U9531[OL],16
U9532[OL],16
U9533[OL],16
U9534[OL],16
U9535[OL],16
U9536[OL],16
U9537[OL],16
U9538[OL],16
U9539[OL],16
U9540[OL],16
U9541[OL],16
U9542[OL],16
U9543[OL],16
U9544[OL],16
U9545[OL],16
U9546[OL],16
U9547[OL],16
U9548[OL],16
U9549[OL],16
U9550[OL],16
U9551[OL],16
U9552[OL],16
U9553[OL],16
U9554[OL],16
U9555[OL],16
U9915[OL],16
U9914[OL],16
U9913[OL],16
U9912[OL],16
U9911[OL],16
U9910[OL],16
U9909[OL],16
U9908[OL],16
U9907[OL],16
U9906[OL],16
U9905[OL],16
U9904[OL],16
U9903[OL],16
U9902[OL],16
U9901[OL],16
U9900[OL],16
U9899[OL],16
U9898[OL],16
U9897[OL],16
U9896[OL],16
U9895[OL],16
U9894[OL],16
U4880[OL],16
U4879[OL],16
U4878[OL],16
U4877[OL],16
U4876[OL],16
U4875[OL],16
U4874[OL],16
U4873[OL],16
U4872[OL],16
U4871[OL],16
U9893[OL],16
U9892[OL],16
U9891[OL],16
U9890[OL],16
U9889[OL],16
U9888[OL],16
U9887[OL],16
U9886[OL],16
U9885[OL],16
U9884[OL],16
U9883[OL],16
U9882[OL],16
U9881[OL],16
U9880[OL],16
U9879[OL],16
U9878[OL],16
U9877[OL],16
U9876[OL],16
U9875[OL],16
U9874[OL],16
U9873[OL],16
U9872[OL],16
U4870[OL],16
U4869[OL],16
U4868[OL],16
U4867[OL],16
U4866[OL],16
U4865[OL],16
U4864[OL],16
