CLUSTER ROOT NODE,CLUSTER SIZE
SO_19_,16
SO_18_,16
SO_17_,16
SO_16_,16
SO_15_,16
SO_14_,16
SO_13_,16
SO_12_,16
SO_11_,16
SO_10_,16
SO_9_,16
SO_8_,16
SO_7_,16
SO_6_,16
SO_5_,16
SO_4_,16
SO_3_,16
SO_2_,16
SO_1_,16
SO_0_,12
RD,9
WR,9
U4382[OL],16
U4408[OL],16
U5349[OL],16
U12934[OL],16
U12935[OL],16
U1923[OL],16
U2135[OL],16
U12936[OL],16
U12937[OL],16
U4377[OL],16
U5390[OL],16
U4395[OL],16
U4381[OL],16
U1925[OL],16
U4400[OL],16
U12938[OL],16
U4389[OL],16
U2101[OL],16
U4693[OL],16
U1949[OL],16
U12939[OL],16
U442[OL],16
U2137[OL],16
U1930[OL],16
U1933[OL],16
U1967[OL],16
U1927[OL],16
U4586[OL],16
U4513[OL],16
U5418[OL],16
U6513[OL],16
U4374[OL],16
U13646[OL],16
U13645[OL],16
U12904[OL],16
U12905[OL],16
U12906[OL],16
U12907[OL],16
U12908[OL],16
U12909[OL],16
U12910[OL],16
U12911[OL],16
U12912[OL],16
U12913[OL],16
U12914[OL],16
U12915[OL],16
U12916[OL],16
U12917[OL],16
U12918[OL],16
U12919[OL],16
U12920[OL],16
U12921[OL],16
U12922[OL],16
U12923[OL],16
U12924[OL],16
U12925[OL],16
U12926[OL],16
U12927[OL],16
U12928[OL],16
U12929[OL],16
U12930[OL],16
U12931[OL],16
U12932[OL],16
U12933[OL],16
U13644[OL],16
U13643[OL],16
U13642[OL],16
U13641[OL],16
U13640[OL],16
U13639[OL],16
U13638[OL],16
U13637[OL],16
U13636[OL],16
U13635[OL],16
U13634[OL],16
U13633[OL],16
U13632[OL],16
U13631[OL],16
U13630[OL],16
U13629[OL],16
U13628[OL],16
U13627[OL],16
U13626[OL],16
U13625[OL],16
U13624[OL],16
U13623[OL],16
U6512[OL],16
U6511[OL],16
U6510[OL],16
U6509[OL],16
U6508[OL],16
U6507[OL],16
U6506[OL],16
U3538[OL],16
U6505[OL],16
U6504[OL],16
U13622[OL],16
U13621[OL],16
U13620[OL],16
U13619[OL],16
U13618[OL],16
U13617[OL],16
U13616[OL],16
U13615[OL],16
U13614[OL],16
U13613[OL],16
U13612[OL],16
U13611[OL],16
U13610[OL],16
U13609[OL],16
U13608[OL],16
U13607[OL],16
U13606[OL],16
U13605[OL],16
U13604[OL],16
U13603[OL],16
U13602[OL],16
U13601[OL],16
U6503[OL],16
U6502[OL],16
U6501[OL],16
U6500[OL],16
U6499[OL],16
U6498[OL],16
U6497[OL],16
