CLUSTER ROOT NODE,CLUSTER SIZE,CLUSTER CONTENTS
SO_19_,8,SO_19_ U13100 U13927 U13925 U13924 U13923 U13921 U13922 
SO_18_,8,SO_18_ U13493 U16398 U16396 U16395 U16397 U16393 U13913 
SO_17_,8,SO_17_ U13494 U16405 U13909 U13168 U13907 U13906 U16404 
SO_16_,8,SO_16_ U13495 U16412 U13905 U13164 U16411 U13903 U13902 
SO_15_,8,SO_15_ U13496 U16419 U16417 U16418 U16416 U13901 U13160 
SO_14_,8,SO_14_ U13497 U16426 U16424 U16423 U16425 U16421 U13897 
SO_13_,8,SO_13_ U13498 U16433 U16431 U16432 U16430 U13893 U13152 
SO_12_,8,SO_12_ U13499 U16440 U13889 U13148 U16439 U13887 U13886 
SO_11_,8,SO_11_ U13500 U16447 U13885 U13144 U13883 U13882 U16446 
SO_10_,8,SO_10_ U13501 U16454 U16452 U16451 U16453 U16449 U13881 
SO_9_,8,SO_9_ U13485 U16306 U13858 U13137 U13856 U13855 U16305 
SO_8_,8,SO_8_ U13486 U16313 U16311 U16310 U16312 U16308 U13854 
SO_7_,8,SO_7_ U13487 U16320 U13850 U13128 U13848 U13847 U16319 
SO_6_,8,SO_6_ U13488 U16327 U13846 U13124 U16326 U13844 U13843 
SO_5_,8,SO_5_ U13489 U16334 U16332 U16333 U16331 U13842 U13120 
SO_4_,8,SO_4_ U13490 U16341 U13838 U13116 U16340 U13836 U13835 
SO_3_,8,SO_3_ U13491 U16348 U16346 U16345 U13834 U13112 U13832 
SO_2_,8,SO_2_ U13492 U16355 U16354 U13830 U16353 U16351 U16301 
SO_1_,8,SO_1_ U13468 U3114 U16357 U13656 U16356 U3103 U16304 
SO_0_,8,SO_0_ U13747 U16455 U3113 U13746 U2747 U2746 U13103 
RD,8,RD U12852 U4700 U8796 U16456 U13748 P1_RD_REG[IL] P2_RD_REG[IL] 
WR,8,WR U12851 U13744 U16272 U3102 U13743 P1_WR_REG[IL] P2_WR_REG[IL] 
U4382[OL],8,U4382[OL] U4382 U11335 U11984 U11982 U11556 U11555 U6326 
