CLUSTER ROOT NODE,CLUSTER SIZE
SO_19_,64
SO_18_,64
SO_17_,64
SO_16_,64
SO_15_,64
SO_14_,64
SO_13_,64
SO_12_,64
SO_11_,64
SO_10_,64
SO_9_,64
SO_8_,64
SO_7_,64
SO_6_,57
SO_5_,49
SO_4_,41
SO_3_,33
SO_2_,25
SO_1_,17
SO_0_,7
RD,7
WR,7
U3362[OL],30
U3386[OL],54
U4033[OL],64
U9556[OL],64
U4060[OL],64
U3977[OL],64
U9557[OL],64
U4031[OL],64
U4024[OL],64
U4026[OL],64
U3361[OL],64
U4046[OL],64
U9558[OL],64
U9559[OL],64
U4088[OL],64
U4066[OL],64
U3379[OL],64
U3363[OL],64
U3540[OL],64
U3517[OL],64
U4043[OL],64
U1674[OL],64
U3497[OL],64
U4036[OL],64
U3371[OL],64
U3374[OL],64
U3735[OL],64
U4004[OL],64
U3426[OL],64
U3614[OL],64
U4881[OL],64
U3358[OL],64
U9917[OL],64
U9916[OL],64
U9526[OL],64
U9527[OL],64
U9528[OL],64
U9529[OL],64
U9530[OL],64
U9531[OL],64
U9532[OL],64
U9533[OL],64
U9534[OL],64
U9535[OL],64
U9536[OL],64
U9537[OL],64
U9538[OL],64
U9539[OL],64
U9540[OL],64
U9541[OL],64
U9542[OL],64
U9543[OL],64
U9544[OL],64
U9545[OL],64
U9546[OL],64
U9547[OL],64
U9548[OL],64
U9549[OL],64
U9550[OL],64
U9551[OL],64
U9552[OL],64
U9553[OL],64
U9554[OL],64
U9555[OL],64
U9915[OL],64
U9914[OL],64
U9913[OL],64
U9912[OL],64
U9911[OL],64
U9910[OL],64
U9909[OL],64
U9908[OL],64
U9907[OL],64
U9906[OL],64
U9905[OL],64
U9904[OL],64
U9903[OL],64
U9902[OL],64
U9901[OL],64
U9900[OL],64
U9899[OL],64
U9898[OL],64
U9897[OL],64
U9896[OL],64
U9895[OL],64
U9894[OL],64
U4880[OL],64
U4879[OL],64
U4878[OL],64
U4877[OL],64
U4876[OL],64
U4875[OL],64
U4874[OL],64
U4873[OL],64
U4872[OL],64
U4871[OL],64
U9893[OL],64
U9892[OL],64
U9891[OL],64
U9890[OL],64
U9889[OL],64
U9888[OL],64
U9887[OL],64
U9886[OL],64
U9885[OL],64
U9884[OL],64
U9883[OL],64
U9882[OL],64
U9881[OL],64
U9880[OL],64
